name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
19122,2023-04-27T00:00:00,10,9.1,6.2,77.24,0,39,,0,0,13,7.6,130,1022,74,16.3,0,,0,10,Partially cloudy,partly-cloudy-night,
19122,2023-04-27T01:00:00,10,9.6,6.7,79.95,0,38,,0,0,11.2,5.4,130,1022,80,16.3,0,,0,10,Partially cloudy,partly-cloudy-night,
19122,2023-04-27T02:00:00,10,9.6,7.3,83.31,0.8,37,rain,0,0,11.2,5.4,110,1022,81,16.3,0,,0,10,Partially cloudy,partly-cloudy-night,
19122,2023-04-27T03:00:00,9.5,9,7.3,86.15,0.5,34,rain,0,0,9.4,5.4,100,1022,84,16.3,0,,0,10,Partially cloudy,partly-cloudy-night,
19122,2023-04-27T04:00:00,9.5,9,7.3,86.15,0.3,31,rain,0,0,9.4,5.4,90,1022,82,16.3,0,,0,10,Partially cloudy,partly-cloudy-night,
19122,2023-04-27T05:00:00,9.5,9,7.8,89.14,0,28,,0,0,9.4,5.4,80,1022,83,14.5,0,,0,10,Partially cloudy,partly-cloudy-night,
19122,2023-04-27T06:00:00,9.5,9,7.8,89.14,0,25,,0,0,9.4,5.4,70,1022,86,16.3,0,,0,10,Partially cloudy,partly-cloudy-night,
19122,2023-04-27T07:00:00,9.5,9,7.8,89.14,0.3,20,rain,0,0,11.2,5.4,60,1022,81,16.3,34,0.1,0,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-27T08:00:00,10.6,10.6,7.8,82.81,1,17,rain,0,0,11.2,7.6,60,1022,75,16.3,72,0.3,1,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-27T09:00:00,11.7,11.7,8.4,80.19,0,17,,0,0,9.4,5.4,60,1023,69,16.3,192,0.7,2,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-27T10:00:00,12.8,12.8,8.4,74.59,0,17,,0,0,9.4,7.6,50,1022,63,16.3,314,1.1,3,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-27T11:00:00,13.9,13.9,7.8,66.66,0,8,,0,0,9.4,7.6,40,1023,60,16.3,313,1.1,3,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-27T12:00:00,15,15,7.3,60,0,8,,0,0,9.4,7.6,50,1022,58,16.3,350,1.3,4,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-27T13:00:00,15.6,15.6,7.8,59.74,0,8,,0,0,9.4,7.6,60,1022,58,16.2,343,1.2,3,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-27T14:00:00,16.7,16.7,7.3,53.82,0.5,6,rain,0,0,9.4,7.6,50,1022,53,16.2,417,1.5,4,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-27T15:00:00,17.3,17.3,6.7,49.73,0,6,,0,0,11.2,9.4,60,1022,49,16.2,528,1.9,5,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-27T16:00:00,17.8,17.8,6.7,48.18,0,6,,0,0,11.2,9.4,70,1022,49,16.2,506,1.8,5,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-27T17:00:00,17.8,17.8,6.2,46.55,0,3,,0,0,13,9.4,90,1021,49,16.2,455,1.6,5,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-27T18:00:00,17.3,17.3,6.2,48.04,0,3,,0,0,13,9.4,90,1021,54,16.2,304,1.1,3,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-27T19:00:00,16.2,16.2,6.7,53.32,0,3,,0,0,13,9.4,100,1021,56,16.3,169,0.6,2,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-27T20:00:00,13.9,13.9,7.3,64.42,0,2,,0,0,14.8,11.2,110,1021,58,16.3,93,0.3,0,10,Partially cloudy,partly-cloudy-night,
19122,2023-04-27T21:00:00,12.8,12.8,7.8,71.61,0,2,,0,0,14.8,11.2,100,1022,59,16.3,0,,0,10,Partially cloudy,partly-cloudy-night,
19122,2023-04-27T22:00:00,12.3,12.3,8.4,77.08,0,2,,0,0,13,9.4,100,1021,61,16.3,0,,0,10,Partially cloudy,partly-cloudy-night,
19122,2023-04-27T23:00:00,11.2,11.2,8.4,82.89,0,2,,0,0,13,9.4,100,1022,62,16.3,0,,0,10,Partially cloudy,partly-cloudy-night,
