name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
19122,2023-04-26T00:00:00,8.9,8.9,-0.5,51.73,0,1,,0,0,7.6,3.6,310,1023,15,16.3,0,,0,10,Clear,clear-night,
19122,2023-04-26T01:00:00,8.4,8.4,0,55.49,0,1,,0,0,5.4,3.6,300,1023,20,16.3,0,,0,10,Clear,clear-night,
19122,2023-04-26T02:00:00,7.8,7.8,0.6,60.36,0,1,,0,0,5.4,1.8,330,1023,32,16.3,0,,0,10,Partially cloudy,partly-cloudy-night,
19122,2023-04-26T03:00:00,7.8,7.8,0.6,60.36,0,1,,0,0,5.4,1.8,170,1024,37,16.2,0,,0,10,Partially cloudy,partly-cloudy-night,
19122,2023-04-26T04:00:00,7.3,7.3,0.6,62.45,0,1,,0,0,5.4,1.8,170,1024,44,16.2,0,,0,10,Partially cloudy,partly-cloudy-night,
19122,2023-04-26T05:00:00,6.7,6.7,0.6,65.08,0,2,,0,0,5.4,1.8,50,1024,50,16.2,0,,0,10,Partially cloudy,partly-cloudy-night,
19122,2023-04-26T06:00:00,7.3,7.3,1.2,65.21,0,3,,0,0,5.4,3.6,100,1024,49,16.3,0,,0,10,Partially cloudy,partly-cloudy-night,
19122,2023-04-26T07:00:00,7.8,7.8,1.7,65.32,0,4,,0,0,7.6,3.6,150,1024,48,16.3,77,0.3,1,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-26T08:00:00,9.5,9.5,2.3,60.78,0,10,,0,0,5.4,3.6,110,1025,43,16.2,214,0.8,2,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-26T09:00:00,11.2,11.2,1.7,51.98,0,10,,0,0,9.4,5.4,130,1025,46,16.2,397,1.4,4,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-26T10:00:00,12.8,12.8,1.2,45.13,0,10,,0,0,13,9.4,160,1024,55,16.2,521,1.9,5,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-26T11:00:00,14.5,14.5,0.6,38.7,0,17,,0,0,14.8,11.2,170,1024,59,16.2,728,2.6,7,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-26T12:00:00,15.6,15.6,1.2,37.65,0,17,,0,0,18.4,13,180,1023,72,16.3,541,1.9,5,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-26T13:00:00,15.6,15.6,1.7,39.02,0,17,,0,0,20.5,13,190,1022,79,16.2,398,1.4,4,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-26T14:00:00,16.2,16.2,2.8,40.62,0.3,31,rain,0,0,20.5,14.8,200,1022,78,16.2,351,1.3,4,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-26T15:00:00,16.2,16.2,3.4,42.38,0.3,31,rain,0,0,20.5,14.8,200,1022,73,16.2,326,1.2,3,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-26T16:00:00,16.2,16.2,3.9,43.9,0.3,31,rain,0,0,20.5,13,200,1022,67,16.2,392,1.4,4,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-26T17:00:00,16.2,16.2,4.5,45.78,0.3,45,rain,0,0,20.5,13,200,1021,65,14.5,240,0.9,2,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-26T18:00:00,15,15,5,51.19,0,45,,0,0,18.4,13,200,1021,67,15.1,179,0.6,2,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-26T19:00:00,13.9,13.9,5,54.97,0,45,,0,0,16.6,11.2,200,1021,73,15.6,118,0.4,1,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-26T20:00:00,12.8,12.8,5.6,61.57,0.8,35,rain,0,0,14.8,9.4,200,1021,75,16.2,57,0.2,0,10,Partially cloudy,partly-cloudy-night,
19122,2023-04-26T21:00:00,12.1,12.1,6.2,67.19,0,35,,0,0,12.2,7.9,183.3,1021,69.3,16.2,38,0.1,0,10,Partially cloudy,partly-cloudy-night,
19122,2023-04-26T22:00:00,11.3,11.3,6.7,73.32,0,35,,0,0,10.1,6.8,166.7,1021,63.7,16.3,19,0.1,0,10,Partially cloudy,partly-cloudy-night,
19122,2023-04-26T23:00:00,10.6,10.6,7.3,80.03,0.3,35,rain,0,0,7.6,5.4,150,1022,58,16.3,0,,0,10,Partially cloudy,partly-cloudy-night,
