name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
19122,2023-04-27T00:00:00,9.1,9.1,5.7,79.63,0,0,,0,0,13,3.6,48,1022,78.2,13,0,,0,10,Partially cloudy,partly-cloudy-night,"KVAY,KTTN,KPHL,KLOM,KPNE,KDYL"
19122,2023-04-27T01:00:00,8.9,8.5,6.8,86.61,0.084,100,rain,0,0,11.2,4.9,14,1022,99,10.5,0,,0,10,"Rain, Overcast",rain,"KVAY,KTTN,KPHL,KLOM,KPNE,KDYL"
19122,2023-04-27T02:00:00,9.1,8.5,7.7,90.86,0.785,100,rain,0,0,7.6,5.8,352,1022.3,100,12.2,0,,0,10,"Rain, Overcast",rain,"KVAY,KTTN,KPHL,KLOM,KPNE,KDYL"
19122,2023-04-27T03:00:00,9.3,9.3,7.6,89.52,0.787,100,rain,0,0,9.4,3.9,58,1022,100,12.8,0,,0,10,"Rain, Overcast",rain,"KVAY,KTTN,KPHL,KLOM,KPNE,KDYL"
19122,2023-04-27T04:00:00,9.3,8.5,8,91.57,0.399,100,rain,0,0,7.6,6.5,69,1021.9,100,13.3,0,,0,10,"Rain, Overcast",rain,"KVAY,KTTN,KPHL,KLOM,KPNE,KDYL"
19122,2023-04-27T05:00:00,9,7.9,8,93.31,0.03,100,rain,0,0,9.4,7.9,85,1021.4,100,14.7,0,,0,10,"Rain, Overcast",rain,"KVAY,KTTN,KPHL,KLOM,KPNE,KDYL"
19122,2023-04-27T06:00:00,9.5,8.6,7.5,87.51,0.152,100,rain,0,0,9.4,7.2,100,1021.8,100,15.4,1,0,0,10,"Rain, Overcast",rain,"KVAY,KTTN,F6990,KPHL,KLOM,KPNE,KDYL"
19122,2023-04-27T07:00:00,9.6,8.9,7.5,87.23,0,0,,0,0,9.4,6.2,84,1022.3,99.5,12.7,26,0.1,0,10,Overcast,cloudy,"KVAY,KTTN,E8199,KPHL,KLOM,KPNE,KDYL"
19122,2023-04-27T08:00:00,9.7,9.4,7.9,88.14,0.563,100,rain,0,0,11.2,5.3,61,1022.7,99.5,14.2,67,0.2,1,3,"Rain, Overcast",rain,"KVAY,KTTN,E8199,KPHL,KLOM,KPNE,KDYL"
19122,2023-04-27T09:00:00,10.3,10.3,8.2,86.54,0,0,,0,0,11.2,3.2,47,1022.6,100,15.1,79,0.3,1,10,Overcast,cloudy,"KVAY,KTTN,E8199,KPHL,KLOM,KPNE,KDYL"
