name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
19122,2023-04-26T00:00:00,9.5,9.5,-0.5,49.68,0,0,,0,0,5.4,3.6,330,1023,9,16.2,0,,0,10,Clear,clear-night,
19122,2023-04-26T01:00:00,8.4,7.8,-0.5,53.5,0,0,,0,0,7.6,5.4,350,1023,15,16.2,0,,0,10,Clear,clear-night,
19122,2023-04-26T02:00:00,7.8,7.1,0,57.79,0,0,,0,0,7.6,5.4,10,1023,20,16.3,0,,0,10,Clear,clear-night,
19122,2023-04-26T03:00:00,7.3,6.5,0,59.8,0,0,,0,0,7.6,5.4,20,1023,31,16.3,0,,0,10,Partially cloudy,partly-cloudy-night,
19122,2023-04-26T04:00:00,7.3,6.5,0,59.8,0,0,,0,0,7.6,5.4,30,1023,42,16.2,0,,0,10,Partially cloudy,partly-cloudy-night,
19122,2023-04-26T05:00:00,6.7,5.8,0,62.31,0,0,,0,0,7.6,5.4,40,1024,52,16.2,0,,0,10,Partially cloudy,partly-cloudy-night,
19122,2023-04-26T06:00:00,7.3,7.3,0.6,62.45,0,0,,0,0,5.4,3.6,50,1024,56,16.2,0,,0,10,Partially cloudy,partly-cloudy-night,
19122,2023-04-26T07:00:00,7.8,7.8,0.6,60.36,0,0,,0,0,5.4,3.6,60,1023,59,16.2,67,0.2,1,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-26T08:00:00,8.4,8.4,1.2,60.51,0,0,,0,0,5.4,3.6,60,1024,62,16.2,132,0.5,1,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-26T09:00:00,10.6,10.6,1.2,52.19,0,3,,0,0,7.6,5.4,80,1024,64,16.2,383,1.4,4,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-26T10:00:00,12.3,12.3,1.2,46.64,0,5,,0,0,13,9.4,130,1024,66,16.3,482,1.7,5,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-26T11:00:00,14.5,14.5,1.2,40.41,0.3,8,rain,0,0,18.4,13,150,1024,68,16.3,544,2,5,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-26T12:00:00,15,15,1.7,40.56,0,11,,0,0,20.5,14.8,160,1024,68,16.3,614,2.2,6,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-26T13:00:00,16.2,16.2,1.7,37.56,0,15,,0,0,24.1,16.6,180,1023,67,16.3,407,1.5,4,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-26T14:00:00,16.7,16.7,2.3,37.97,0,19,,0,0,24.1,16.6,190,1022,67,16.2,458,1.6,5,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-26T15:00:00,16.7,16.7,3.4,41.05,0.3,25,rain,0,0,24.1,16.6,180,1022,70,16.2,382,1.4,4,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-26T16:00:00,16.2,16.2,3.9,43.9,0.3,32,rain,0,0,20.5,14.8,160,1022,74,16.2,240,0.9,2,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-26T17:00:00,16.2,16.2,5,47.41,0.3,38,rain,0,0,20.5,14.8,150,1022,77,14.5,217,0.8,2,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-26T18:00:00,15,15,5,51.19,0.3,43,rain,0,0,18.4,13,150,1022,76,16.2,175,0.6,2,10,Partially cloudy,partly-cloudy-day,
19122,2023-04-26T19:00:00,13.9,13.9,5.6,57.31,0.5,48,rain,0,0,18.4,13,150,1022,74,16.2,139,0.5,1,10,"Rain, Partially cloudy",rain,
19122,2023-04-26T20:00:00,12.8,12.8,5.6,61.57,2,34,rain,0,0,14.8,11.2,150,1023,73,16.2,58,0.2,0,10,Partially cloudy,partly-cloudy-night,
19122,2023-04-26T21:00:00,12.3,12.3,6.2,66.32,0,34,,0,0,13,9.4,150,1022,72,16.2,0,,0,10,Partially cloudy,partly-cloudy-night,
19122,2023-04-26T22:00:00,11.7,11.7,6.7,71.41,1,34,rain,0,0,11.2,7.6,140,1022,70,16.3,0,,0,10,Partially cloudy,partly-cloudy-night,
19122,2023-04-26T23:00:00,11.2,11.2,6.7,73.81,0.8,47,rain,0,0,11.2,7.6,140,1022,69,16.3,0,,0,10,"Rain, Partially cloudy",rain,
